"Old","Süt ve süt ürünleri","Female","12 ",
"Old","Süt ve süt ürünleri","Male","12 ",
"Old","Baharat, soslar ve çeşni ürünleri","Female","11 ",
"Old","Baharat, soslar ve çeşni ürünleri","Male","11 ",
"Old","Nişastalı yiyecekler","Female","4 ",
"Old","Nişastalı yiyecekler","Male","3 ",
"Old","Şeker ve şekerli gıdalar","Female","10 ",
"Old","Şeker ve şekerli gıdalar","Male","9 ",
"Old","Sebze ve sebze ürünleri","Female","10 ",
"Old","Sebze ve sebze ürünleri","Male","11 ",
"Old","Su ve su bazlı içecekler","Female","13 ",
"Old","Su ve su bazlı içecekler","Male","12 ",
"Adult","Alkollü içecekler","Female","630 ",
"Adult","Alkollü içecekler","Male","505 ",
"Adult","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Female","1315 ",
"Adult","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Male","748 ",
"Adult","Kahve çay gibi içecekler","Female","1302 ",
"Adult","Kahve çay gibi içecekler","Male","716 ",
"Adult","Vegan yiyecekleri","Female","637 ",
"Adult","Vegan yiyecekleri","Male","400 ",
"Adult","Yumurta ve yumurta ürünleri","Female","853 ",
"Adult","Yumurta ve yumurta ürünleri","Male","557 ",
"Adult","Balık ve deniz mahsülleri","Female","388 ",
"Adult","Balık ve deniz mahsülleri","Male","233 ",
"Adult","Meyve ve meyve ürünleri","Female","1220 ",
"Adult","Meyve ve meyve ürünleri","Male","607 ",
"Adult","Meyve ve sebze suları","Female","776 ",
"Adult","Meyve ve sebze suları","Male","436 ",
"Adult","Tahıllar ve tahıl bazlı ürünler","Female","1372 ",
"Adult","Tahıllar ve tahıl bazlı ürünler","Male","788 ",
"Adult","Baklagiller","Female","1266 ",
"Adult","Baklagiller","Male","730 ",
"Adult","Katkı maddeli gıdalar","Female","39 ",
"Adult","Katkı maddeli gıdalar","Male","32 ",
"Adult","Et ve et ürünleri","Female","1154 ",
"Adult","Et ve et ürünleri","Male","729 ",
"Adult","Süt ve süt ürünleri","Female","1348 ",
"Adult","Süt ve süt ürünleri","Male","769 ",
"Adult","Diyet ve gıda takviye ürünleri","Female","508 ",
"Adult","Diyet ve gıda takviye ürünleri","Male","208 ",
"Adult","Baharat, soslar ve çeşni ürünleri","Female","1351 ",
"Adult","Baharat, soslar ve çeşni ürünleri","Male","775 ",
"Adult","Nişastalı yiyecekler","Female","687 ",
"Adult","Nişastalı yiyecekler","Male","413 ",
"Adult","Şeker ve şekerli gıdalar","Female","971 ",
"Adult","Şeker ve şekerli gıdalar","Male","542 ",
"Adult","Sebze ve sebze ürünleri","Female","1355 ",
"Adult","Sebze ve sebze ürünleri","Male","777 ",
"Adult","Su ve su bazlı içecekler","Female","1379 ",
"Adult","Su ve su bazlı içecekler","Male","788 ",
"Youth","Alkollü içecekler","Female","54 ",
"Youth","Alkollü içecekler","Male","34 ",
"Youth","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Female","328 ",
"Youth","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Male","191 ",
"Youth","Kahve çay gibi içecekler","Female","224 ",
"Youth","Kahve çay gibi içecekler","Male","124 ",
"Youth","Vegan yiyecekleri","Female","158 ",
"Youth","Vegan yiyecekleri","Male","90 ",
"Youth","Yumurta ve yumurta ürünleri","Female","226 ",
"Youth","Yumurta ve yumurta ürünleri","Male","144 ",
"Youth","Balık ve deniz mahsülleri","Female","62 ",
"Youth","Balık ve deniz mahsülleri","Male","33 ",
"Youth","Meyve ve meyve ürünleri","Female","271 ",
"Youth","Meyve ve meyve ürünleri","Male","150 ",
"Youth","Meyve ve sebze suları","Female","150 ",
"Youth","Meyve ve sebze suları","Male","109 ",
"Youth","Tahıllar ve tahıl bazlı ürünler","Female","359 ",
"Youth","Tahıllar ve tahıl bazlı ürünler","Male","215 ",
"Youth","Baklagiller","Female","307 ",
"Youth","Baklagiller","Male","187 ",
"Youth","Katkı maddeli gıdalar","Female","14 ",
"Youth","Katkı maddeli gıdalar","Male","4 ",
"Youth","Et ve et ürünleri","Female","303 ",
"Youth","Et ve et ürünleri","Male","207 ",
"Youth","Süt ve süt ürünleri","Female","337 ",
"Youth","Süt ve süt ürünleri","Male","205 ",
"Youth","Diyet ve gıda takviye ürünleri","Female","78 ",
"Youth","Diyet ve gıda takviye ürünleri","Male","38 ",
"Youth","Baharat, soslar ve çeşni ürünleri","Female","353 ",
"Youth","Baharat, soslar ve çeşni ürünleri","Male","208 ",
"Youth","Nişastalı yiyecekler","Female","160 ",
"Youth","Nişastalı yiyecekler","Male","90 ",
"Youth","Şeker ve şekerli gıdalar","Female","219 ",
"Youth","Şeker ve şekerli gıdalar","Male","130 ",
"Youth","Sebze ve sebze ürünleri","Female","351 ",
"Youth","Sebze ve sebze ürünleri","Male","205 ",
"Youth","Su ve su bazlı içecekler","Female","358 ",
"Youth","Su ve su bazlı içecekler","Male","215 ",
"Child","Alkollü içecekler","Female","1 ",
"Child","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Female","17 ",
"Child","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Male","17 ",
"Child","Kahve çay gibi içecekler","Female","2 ",
"Child","Vegan yiyecekleri","Female","18 ",
"Child","Vegan yiyecekleri","Male","18 ",
"Child","Yumurta ve yumurta ürünleri","Female","5 ",
"Child","Yumurta ve yumurta ürünleri","Male","5 ",
"Child","Balık ve deniz mahsülleri","Female","5 ",
"Child","Balık ve deniz mahsülleri","Male","7 ",
"Child","Food products for young population","Female","11 ",
"Child","Food products for young population","Male","14 ",
"Child","Meyve ve meyve ürünleri","Female","15 ",
"Child","Meyve ve meyve ürünleri","Male","15 ",
"Child","Meyve ve sebze suları","Female","14 ",
"Child","Meyve ve sebze suları","Male","15 ",
"Child","Tahıllar ve tahıl bazlı ürünler","Female","18 ",
"Child","Tahıllar ve tahıl bazlı ürünler","Male","18 ",
"Child","Baklagiller","Female","6 ",
"Child","Baklagiller","Male","6 ",
"Child","Et ve et ürünleri","Female","17 ",
"Child","Et ve et ürünleri","Male","18 ",
"Child","Süt ve süt ürünleri","Female","17 ",
"Child","Süt ve süt ürünleri","Male","18 ",
"Child","Diyet ve gıda takviye ürünleri","Female","4 ",
"Child","Diyet ve gıda takviye ürünleri","Male","3 ",
"Child","Baharat, soslar ve çeşni ürünleri","Female","17 ",
"Child","Baharat, soslar ve çeşni ürünleri","Male","14 ",
"Child","Nişastalı yiyecekler","Female","14 ",
"Child","Nişastalı yiyecekler","Male","15 ",
"Child","Şeker ve şekerli gıdalar","Female","15 ",
"Child","Şeker ve şekerli gıdalar","Male","17 ",
"Child","Sebze ve sebze ürünleri","Female","17 ",
"Child","Sebze ve sebze ürünleri","Male","17 ",
"Child","Su ve su bazlı içecekler","Female","18 ",
"Child","Su ve su bazlı içecekler","Male","18 ",
"Child","Alkollü içecekler","Female","13 ",
"Child","Alkollü içecekler","Male","6 ",
"Child","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Female","285 ",
"Child","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Male","292 ",
"Child","Kahve çay gibi içecekler","Female","34 ",
"Child","Kahve çay gibi içecekler","Male","43 ",
"Child","Vegan yiyecekleri","Female","302 ",
"Child","Vegan yiyecekleri","Male","313 ",
"Child","Yumurta ve yumurta ürünleri","Female","89 ",
"Child","Yumurta ve yumurta ürünleri","Male","91 ",
"Child","Balık ve deniz mahsülleri","Female","89 ",
"Child","Balık ve deniz mahsülleri","Male","106 ",
"Child","Food products for young population","Female","179 ",
"Child","Food products for young population","Male","204 ",
"Child","Meyve ve meyve ürünleri","Female","276 ",
"Child","Meyve ve meyve ürünleri","Male","280 ",
"Child","Meyve ve sebze suları","Female","239 ",
"Child","Meyve ve sebze suları","Male","251 ",
"Child","Tahıllar ve tahıl bazlı ürünler","Female","305 ",
"Child","Tahıllar ve tahıl bazlı ürünler","Male","320 ",
"Child","Baklagiller","Female","84 ",
"Child","Baklagiller","Male","95 ",
"Child","Katkı maddeli gıdalar","Female","1 ",
"Child","Katkı maddeli gıdalar","Male","2 ",
"Child","Et ve et ürünleri","Female","292 ",
"Child","Et ve et ürünleri","Male","310 ",
"Child","Süt ve süt ürünleri","Female","303 ",
"Child","Süt ve süt ürünleri","Male","315 ",
"Child","Diyet ve gıda takviye ürünleri","Female","22 ",
"Child","Diyet ve gıda takviye ürünleri","Male","39 ",
"Child","Baharat, soslar ve çeşni ürünleri","Female","266 ",
"Child","Baharat, soslar ve çeşni ürünleri","Male","273 ",
"Child","Nişastalı yiyecekler","Female","273 ",
"Child","Nişastalı yiyecekler","Male","288 ",
"Child","Şeker ve şekerli gıdalar","Female","276 ",
"Child","Şeker ve şekerli gıdalar","Male","288 ",
"Child","Sebze ve sebze ürünleri","Female","282 ",
"Child","Sebze ve sebze ürünleri","Male","309 ",
"Child","Su ve su bazlı içecekler","Female","299 ",
"Child","Su ve su bazlı içecekler","Male","318 ",
"Youth","Alkollü içecekler","Female","40 ",
"Youth","Alkollü içecekler","Male","69 ",
"Youth","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Female","290 ",
"Youth","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Male","271 ",
"Youth","Kahve çay gibi içecekler","Female","154 ",
"Youth","Kahve çay gibi içecekler","Male","153 ",
"Youth","Vegan yiyecekleri","Female","247 ",
"Youth","Vegan yiyecekleri","Male","223 ",
"Youth","Yumurta ve yumurta ürünleri","Female","117 ",
"Youth","Yumurta ve yumurta ürünleri","Male","110 ",
"Youth","Balık ve deniz mahsülleri","Female","97 ",
"Youth","Balık ve deniz mahsülleri","Male","89 ",
"Youth","Food products for young population","Female","6 ",
"Youth","Food products for young population","Male","6 ",
"Youth","Meyve ve meyve ürünleri","Female","224 ",
"Youth","Meyve ve meyve ürünleri","Male","152 ",
"Youth","Meyve ve sebze suları","Female","157 ",
"Youth","Meyve ve sebze suları","Male","127 ",
"Youth","Tahıllar ve tahıl bazlı ürünler","Female","298 ",
"Youth","Tahıllar ve tahıl bazlı ürünler","Male","278 ",
"Youth","Baklagiller","Female","55 ",
"Youth","Baklagiller","Male","49 ",
"Youth","Katkı maddeli gıdalar","Female","3 ",
"Youth","Katkı maddeli gıdalar","Male","5 ",
"Youth","Et ve et ürünleri","Female","271 ",
"Youth","Et ve et ürünleri","Male","269 ",
"Youth","Süt ve süt ürünleri","Female","286 ",
"Youth","Süt ve süt ürünleri","Male","263 ",
"Youth","Diyet ve gıda takviye ürünleri","Female","25 ",
"Youth","Diyet ve gıda takviye ürünleri","Male","14 ",
"Youth","Baharat, soslar ve çeşni ürünleri","Female","265 ",
"Youth","Baharat, soslar ve çeşni ürünleri","Male","243 ",
"Youth","Nişastalı yiyecekler","Female","220 ",
"Youth","Nişastalı yiyecekler","Male","227 ",
"Youth","Şeker ve şekerli gıdalar","Female","243 ",
"Youth","Şeker ve şekerli gıdalar","Male","218 ",
"Youth","Sebze ve sebze ürünleri","Female","270 ",
"Youth","Sebze ve sebze ürünleri","Male","251 ",
"Youth","Su ve su bazlı içecekler","Female","293 ",
"Youth","Su ve su bazlı içecekler","Male","275 ",
"Adult","Alkollü içecekler","Female","281 ",
"Adult","Alkollü içecekler","Male","411 ",
"Adult","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Female","630 ",
"Adult","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Male","643 ",
"Adult","Kahve çay gibi içecekler","Female","573 ",
"Adult","Kahve çay gibi içecekler","Male","566 ",
"Adult","Vegan yiyecekleri","Female","497 ",
"Adult","Vegan yiyecekleri","Male","483 ",
"Adult","Yumurta ve yumurta ürünleri","Female","258 ",
"Adult","Yumurta ve yumurta ürünleri","Male","250 ",
"Adult","Balık ve deniz mahsülleri","Female","252 ",
"Adult","Balık ve deniz mahsülleri","Male","278 ",
"Adult","Food products for young population","Female","8 ",
"Adult","Food products for young population","Male","6 ",
"Adult","Meyve ve meyve ürünleri","Female","531 ",
"Adult","Meyve ve meyve ürünleri","Male","467 ",
"Adult","Meyve ve sebze suları","Female","264 ",
"Adult","Meyve ve sebze suları","Male","229 ",
"Adult","Tahıllar ve tahıl bazlı ürünler","Female","640 ",
"Adult","Tahıllar ve tahıl bazlı ürünler","Male","646 ",
"Adult","Baklagiller","Female","132 ",
"Adult","Baklagiller","Male","142 ",
"Adult","Katkı maddeli gıdalar","Female","10 ",
"Adult","Katkı maddeli gıdalar","Male","7 ",
"Adult","Et ve et ürünleri","Female","600 ",
"Adult","Et ve et ürünleri","Male","630 ",
"Adult","Süt ve süt ürünleri","Female","620 ",
"Adult","Süt ve süt ürünleri","Male","612 ",
"Adult","Diyet ve gıda takviye ürünleri","Female","51 ",
"Adult","Diyet ve gıda takviye ürünleri","Male","38 ",
"Adult","Baharat, soslar ve çeşni ürünleri","Female","517 ",
"Adult","Baharat, soslar ve çeşni ürünleri","Male","553 ",
"Adult","Nişastalı yiyecekler","Female","462 ",
"Adult","Nişastalı yiyecekler","Male","518 ",
"Adult","Şeker ve şekerli gıdalar","Female","480 ",
"Adult","Şeker ve şekerli gıdalar","Male","486 ",
"Adult","Sebze ve sebze ürünleri","Female","601 ",
"Adult","Sebze ve sebze ürünleri","Male","605 ",
"Adult","Su ve su bazlı içecekler","Female","630 ",
"Adult","Su ve su bazlı içecekler","Male","621 ",
"Old","Alkollü içecekler","Female","129 ",
"Old","Alkollü içecekler","Male","173 ",
"Old","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Female","258 ",
"Old","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Male","249 ",
"Old","Kahve çay gibi içecekler","Female","254 ",
"Old","Kahve çay gibi içecekler","Male","243 ",
"Old","Vegan yiyecekleri","Female","206 ",
"Old","Vegan yiyecekleri","Male","183 ",
"Old","Yumurta ve yumurta ürünleri","Female","90 ",
"Old","Yumurta ve yumurta ürünleri","Male","77 ",
"Old","Balık ve deniz mahsülleri","Female","99 ",
"Old","Balık ve deniz mahsülleri","Male","96 ",
"Old","Food products for young population","Male","2 ",
"Old","Meyve ve meyve ürünleri","Female","247 ",
"Old","Meyve ve meyve ürünleri","Male","222 ",
"Old","Meyve ve sebze suları","Female","70 ",
"Old","Meyve ve sebze suları","Male","79 ",
"Old","Tahıllar ve tahıl bazlı ürünler","Female","260 ",
"Old","Tahıllar ve tahıl bazlı ürünler","Male","251 ",
"Old","Baklagiller","Female","46 ",
"Old","Baklagiller","Male","53 ",
"Old","Katkı maddeli gıdalar","Female","3 ",
"Old","Katkı maddeli gıdalar","Male","8 ",
"Old","Et ve et ürünleri","Female","247 ",
"Old","Et ve et ürünleri","Male","246 ",
"Old","Süt ve süt ürünleri","Female","255 ",
"Old","Süt ve süt ürünleri","Male","240 ",
"Old","Diyet ve gıda takviye ürünleri","Female","18 ",
"Old","Diyet ve gıda takviye ürünleri","Male","12 ",
"Old","Baharat, soslar ve çeşni ürünleri","Female","195 ",
"Old","Baharat, soslar ve çeşni ürünleri","Male","194 ",
"Old","Nişastalı yiyecekler","Female","223 ",
"Old","Nişastalı yiyecekler","Male","221 ",
"Old","Şeker ve şekerli gıdalar","Female","195 ",
"Old","Şeker ve şekerli gıdalar","Male","196 ",
"Old","Sebze ve sebze ürünleri","Female","247 ",
"Old","Sebze ve sebze ürünleri","Male","239 ",
"Old","Su ve su bazlı içecekler","Female","254 ",
"Old","Su ve su bazlı içecekler","Male","227 ",
"Old","Alkollü içecekler","Female","159 ",
"Old","Alkollü içecekler","Male","237 ",
"Old","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Female","329 ",
"Old","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Male","373 ",
"Old","Kahve çay gibi içecekler","Female","322 ",
"Old","Kahve çay gibi içecekler","Male","373 ",
"Old","Vegan yiyecekleri","Female","258 ",
"Old","Vegan yiyecekleri","Male","294 ",
"Old","Yumurta ve yumurta ürünleri","Female","91 ",
"Old","Yumurta ve yumurta ürünleri","Male","133 ",
"Old","Balık ve deniz mahsülleri","Female","106 ",
"Old","Balık ve deniz mahsülleri","Male","140 ",
"Old","Food products for young population","Female","2 ",
"Old","Food products for young population","Male","4 ",
"Old","Meyve ve meyve ürünleri","Female","307 ",
"Old","Meyve ve meyve ürünleri","Male","335 ",
"Old","Meyve ve sebze suları","Female","89 ",
"Old","Meyve ve sebze suları","Male","89 ",
"Old","Tahıllar ve tahıl bazlı ürünler","Female","327 ",
"Old","Tahıllar ve tahıl bazlı ürünler","Male","375 ",
"Old","Baklagiller","Female","54 ",
"Old","Baklagiller","Male","53 ",
"Old","Katkı maddeli gıdalar","Female","9 ",
"Old","Katkı maddeli gıdalar","Male","11 ",
"Old","Et ve et ürünleri","Female","313 ",
"Old","Et ve et ürünleri","Male","363 ",
"Old","Süt ve süt ürünleri","Female","317 ",
"Old","Süt ve süt ürünleri","Male","367 ",
"Old","Diyet ve gıda takviye ürünleri","Female","6 ",
"Old","Diyet ve gıda takviye ürünleri","Male","19 ",
"Old","Baharat, soslar ve çeşni ürünleri","Female","236 ",
"Old","Baharat, soslar ve çeşni ürünleri","Male","271 ",
"Old","Nişastalı yiyecekler","Female","285 ",
"Old","Nişastalı yiyecekler","Male","329 ",
"Old","Şeker ve şekerli gıdalar","Female","228 ",
"Old","Şeker ve şekerli gıdalar","Male","273 ",
"Old","Sebze ve sebze ürünleri","Female","309 ",
"Old","Sebze ve sebze ürünleri","Male","342 ",
"Old","Su ve su bazlı içecekler","Female","316 ",
"Old","Su ve su bazlı içecekler","Male","334 ",
"Child","Alkollü içecekler","Female","12 ",
"Child","Alkollü içecekler","Male","14 ",
"Child","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Female","469 ",
"Child","Hayvansal,bitkisel, katı ve sıvı yağlar bulunan yiyecekler","Male","496 ",
"Child","Kahve çay gibi içecekler","Female","174 ",
"Child","Kahve çay gibi içecekler","Male","153 ",
"Child","Vegan yiyecekleri","Female","85 ",
"Child","Vegan yiyecekleri","Male","96 ",
"Child","Yumurta ve yumurta ürünleri","Female","203 ",
